generated,expected,generated_md,original_md
"With the Russian and Ukrainian people in such close proximity, it would be all but impossible to keep their hold over their truth.","With the Russian and Ukrainian people in such close proximity, it would be all but impossible to keep his grip on their reality.","(MD0)With the Russian and Ukrainian people in such close proximity, it would be all but impossible to keep their hold over their truth.(MD0)","(MD0)With the Russian and Ukrainian people in such close contact, it would be all but impossible to maintain his hold over their reality.(MD0)"
It appears he considers this a threat worth going to war with NATO over.,He seems to be considering this a threat that warrants going to war with NATO over.,(MD0)It appears he considers this a threat worth going to war with NATO over.(MD0),(MD0)It appears he considers this a threat worth going to war with NATO over.(MD0)
It's simple to get away from history's greatest tyrants.,It's easy to feel alienated from history's greatest tyrants.,(MD0)It's simple to get away from history's greatest tyrants.(MD0),(MD0)It’s easy to feel detached from the great dictators of history.(MD0)
By the sheer volume of the harm they caused.,They were harmed by the sheer severity of the tragedy.,(MD0)By the sheer volume of the harm they caused.(MD0),(MD0)By the sheer scale of the harm they caused.(MD0)
"However, the playbook they used, even if it isn't being used to the same devastating effect, is still alive and well today.","However, the playbook they used, even if it isn't being used to the same destructive effect, is still alive and well today.","(MD0)However, the playbook they used, even if it isn't being used to the same devastating effect, is still alive and well today.(MD0)","(MD0)But the playbook they used, even if it’s not being used to the same devastating effect, is alive and well today.(MD0)"
"Modern-day tyrants still cling to power, as shown by North Korea's 74-year Kim dynasty, Putin's combined 19-year tenure as president of Russia (achieved by exploiting loopholes and even rewriting the constitution), and Trump's desperate attempt to reverse the 2020 election","Modern-day tyrants still rule North Korea, as shown by Kim dynasty, Putin's combined 19-year tenure as president of Russia (achieved by exploiting loopholes and even rewriting the constitution), and Trump's desperate attempt to reverse the 2020 election.","(MD0)Modern-day tyrants still cling to power, as shown by North Korea's (MD1)74-year Kim dynasty(MD1), Putin's combined 19-year tenure as president of Russia (achieved by exploiting loopholes and even (MD2)rewriting the constitution(MD2)), and Trump's desperate attempt to reverse the 2020 election(MD0)","(MD0)Modern-day dictators still cling to power, as evidenced by North Korea’s (MD1)74 year Kim dynasty(MD1), Putin’s combined 19-year run as president of Russia (achieved by exploiting loopholes and even (MD2)rewriting the constitution(MD2)), and Trump’s desperate bid to overturn the 2020 election.(MD0)"
"""_Politicians and diapers must be changed often,"" Mark Twain's immortal words, ""politicians and diapers must be changed often.","""Politicians and diapers must be changed often,"" Mark Twain's immortal words.","(MD0)""_Politicians and diapers must be changed often,"" Mark Twain's immortal words, ""politicians and diapers must be changed often.(MD0)","(MD0)In the immortal words of Mark Twain, “_Politicians and diapers must be changed often.(MD0)"
"And for the same reason:""",And for the same reason.',"(MD0)And for the same reason:""(MD0)",(MD0)And for the same reason_.”(MD0)
"When their ego is jeopardized, they's inevitable sabre-rattling, as seen during Kim Jong-un and Donald Trump's infamous spat over the size of their...ahem, ""nuclear buttons.""","As their ego is jeopardized, there's the inevitable sabre-rattling, as seen during Kim Jong-un and Donald Trump's infamous spat over the size of their...ahem, ""nuclear buttons.""","(MD0)When their ego is jeopardized, they's inevitable sabre-rattling, as seen during Kim Jong-un and Donald Trump's infamous spat over the size of their...ahem, ""(MD1)(MD2)nuclear buttons(MD2)(MD1).""(MD0)","(MD0)There’s the inevitable sabre-rattling when their ego is threatened, as seen during Kim Jong-un and Donald Trump’s infamous spat about the size of their…ahem, “(MD1)(MD2)nuclear buttons(MD2)(MD1).""(MD0)"
"Or Putin's mutually assured destruction this weekend,",Or Putin's threats this weekend of mutually assured destruction.,"(MD0)Or Putin's (MD1)mutually assured destruction(MD1) this weekend, (MD0)",(MD0)Or Putin’s threats this weekend of (MD1)mutually assured destruction(MD1).(MD0)
"And the bulk of all, they have the cult-like hold over their followers.","And, most importantly, they wielded cult-like dominance over their followers.","(MD0)And the bulk of all, they have the cult-like hold over their followers.(MD0)","(MD0)And most of all, there’s the cult-like control they exert over their followers.(MD0)"
"What Trump caused on Jan 6th, what Putin is doing in Ukraine right now, and what Xi will likely soon do in Taiwan, these are inevitable when a leader whose authority is based on lies feels as if he is losing sight of the story.","What Trump caused on Jan 6th, what Putin is doing in Ukraine right now, and what Xi will do in Taiwan, are all inevitable when a leader whose authority is based on lies seems to be losing sight of the story.","(MD0)What Trump caused on (MD1)Jan 6th(MD1), what Putin is doing in Ukraine right now, and what Xi will likely (MD2)soon do in Taiwan(MD2), these are inevitable when a leader whose authority is based on lies feels as if he is losing sight of the story.(MD0)","(MD0)What Trump caused on (MD1)Jan 6th(MD1), what’s Putin is doing in Ukraine right now, what Xi will likely (MD2)soon do in Taiwan(MD2), these are inevitable when a leader whose power is built on lies feels as if he’s losing control of the narrative.(MD0)"
Leaders who try to control the reality of their people will eventually have to shed blood to maintain the illusion.,Leaders who try to control the truth of their people will eventually have to shed blood to maintain the illusion.,(MD0)Leaders who try to control the reality of their people will eventually have to shed blood to maintain the illusion.(MD0),(MD0)Leaders who try to control the reality of their people will eventually have to shed blood to maintain the illusion.(MD0)
Introducing The Commentary.,The Commentary was published.,(MD0)Introducing (MD1)(MD2)(MD3)The Commentary(MD3)(MD2)(MD1).(MD0),(MD0)Introducing (MD1)(MD2)(MD3)The Commentary(MD3)(MD2)(MD1).(MD0)
"A collection of heartfelt, heated, and amusing discussions about race, politics, and culture.","A collection of heartfelt, tense, and amusing discussions of race, politics, and culture.","(MD0)A collection of heartfelt, heated, and amusing discussions about race, politics, and culture.(MD0)","(MD0)A selection of heartfelt, heated, and hilarious conversations about race, politics and culture.(MD0)"
Sign up here.,Sign up here.,(MD0)Sign up (MD1)(MD2)here(MD2)(MD1).(MD0),(MD0)Sign up (MD1)(MD2)here(MD2)(MD1).(MD0)
