generated,expected,generated_md,original_md
"MD0)Many of us in the West are watching videos and photos of their homes and families under attack on our social media pages, as we see people we know.",Many of us in the West are watching the shelling of cities we've visited and seeing people we know post videos and photos of their homes and families under attack on our social media pages.,"MD0)Many of us in the West are watching videos and photos of their homes and families under attack on our social media pages, as we see people we know. (MD0)",(MD0)Many of us in the West are watching the shelling of cities we’ve visited and seeing people we know share videos and photos on our social media feeds of their homes and families under attack.(MD0)
"Soon, I fear, we will start hearing reports of people we know being killed by Russian soldiers and bombs.","Sooner, I fear, we will start hearing accounts of people we know being killed by Russian soldiers and bombs.","(MD0) Soon, I fear, we will start hearing reports of people we know being killed by Russian soldiers and bombs. (MD0)","(MD0)Soon, I fear, we will start to hear reports of people we know being killed by Russian soldiers and bombs.(MD0)"
This is a European war,This is a European war.,(MD0) This is a European war (MD0),(MD0)This is a European war.(MD0)
Putin failed to understand that Ukraine is now Europe.,Putin was unable to comprehend that Ukraine is now Europe.,(MD0) Putin failed to understand that Ukraine is now Europe. (MD0),(MD0)Putin failed to understand that Ukraine is already Europe.(MD0)
He's much too late to do this.,He's much too late to prevent this.,(MD0) He's much too late to do this. (MD0),(MD0)He is far too late to prevent that.(MD0)
The reaction has been quick.,The reaction has been quick.,(MD0) The reaction has been quick. (MD0),(MD0)The reaction has been fast.(MD0)
Everybody is on board with Ukraine.,Everyone is behind Ukraine.,(MD0) Everybody is on board with Ukraine. (MD0),(MD0)Everyone is siding with Ukraine.(MD0)
Everything Russian is being boycotted; the Russian economy is now bloated.,Everything Russian is being boycotted — the Russian economy is now bloated.,(MD0) Everything Russian is being boycotted; the Russian economy is now bloated. (MD0),(MD0)Everything Russian is being boycotted — the Russian economy is now toxic.(MD0)
"Russia, as a brand, is now so contaminated that no company can afford any association with it.","No company can afford any association with Russia, as a brand.","(MD0) Russia, as a brand, is now so contaminated that no company can afford any association with it. (MD0)","(MD0)Russia, as a brand, is now so poisonous that no business can afford any connection with it.(MD0)"
Everything is being withheld from Russia.,Everything is being withheld from Russia.,(MD0) Everything is being withheld from Russia. (MD0),(MD0)Everything is being withdrawn from Russia.(MD0)
"Putin's Russia is now North Korea, not the Imperial Russia of the past.","Putin's Russia is now North Korea, not the previous Imperial Russia of the Soviet Union.","(MD0)Putin's Russia is now North Korea, not the Imperial Russia of the past. (MD0)","(MD0)Putin’s Russia is becoming North Korea, not the great Imperial Russia of its past.(MD0)"
MD0) Putin has become so isolated in his high castle that he has lost touch with the present that he has resembled so many Tsars and tyrants before him.,"Putin has become so disconnected in his high castle that he has lost touch with the present, as many Tsars and tyrants before him.",MD0) Putin has become so isolated in his high castle that he has lost touch with the present that he has resembled so many Tsars and tyrants before him. (MD0),"(MD0)Like so many Tsars and dictators before him, Putin has become so isolated in his high castle that he has completely lost touch with the present.(MD0)"
"As a result, Putin has quickly made Russia feared around the world.","As a result, Putin has quickly alienated Russia from around the world.","(MD0) As a result, Putin has quickly made Russia feared around the world. (MD0)","(MD0)As a result, Putin has quickly made Russia hated around the world.(MD0)"
"Russia has a very few allies, from UN votes to social media to boycotts.","Russia has very few allies, from UN votes to social media to boycotts.","(MD0) Russia has a very few allies, from UN votes to social media to boycotts. (MD0)","(MD0)From UN votes, to Social Media, to boycotts, Russia has very, very few friends.(MD0)"
I feel sorry for the Russians who do not support this war or tyrant.,I feel sorry for the Russians who do not endorse this war or tyrant.,(MD0) I feel sorry for the Russians who do not support this war or tyrant. (MD0),(MD0)I feel for the Russians who do not support this war or dictator.(MD0)
"MD0) For decades to come, their country will be like Germany after the last war; they will also be apologizing for the next 50-80 years.","Their country will be like Germany after the last war, and they will be apologizing for the next 50-80 years.","MD0) For decades to come, their country will be like Germany after the last war; they will also be apologizing for the next 50-80 years. (MD0)","(MD0)For decades to come, their country will be like Germany after the last war; they too will be apologising for for the next 50–80 years.(MD0)"
"To give it some context and as an example for those younger than me, a large number of the older generation around me refused to buy German or Japanese products in the 1970s and 1980s.","To give it some context and as an example for those younger than me, a large number of the older generation around me refused to buy German or Japanese products in the 1970s and 1980s.","(MD0) To give it some context and as an example for those younger than me, a large number of the older generation around me refused to buy German or Japanese products in the 1970s and 1980s. (MD0)","(MD0)To give it some context, and as an insight for those younger than me, when I was growing up in the 1970s and 1980s plenty of the older generation around me refused to buy German or Japanese products.(MD0)"
Germany was openly feared and mocked.,Germany was openly feared and mocked.,(MD0) Germany was openly feared and mocked. (MD0),(MD0)Germany was openly hated and mocked.(MD0)
What we should now think about racist jokes about Germans was completely acceptable.,What we now know about German jokes was completely acceptable.,(MD0) What we should now think about racist jokes about Germans was completely acceptable. (MD0),(MD0)What we would now consider racist jokes about Germans were completely acceptable.(MD0)
"This was because the people I grew up around had been bombed by Germans, as well as Germans, who had been killed by the Germans.","This was because the people I grew up around had been bombed by Germans, as well as German civilians, including Germans who had been killed by the Germans.","(MD0) This was because the people I grew up around had been bombed by Germans, as well as Germans, who had been killed by the Germans. (MD0)","(MD0)This was because — like today’s Ukrainians — the people I grew up around had been bombed by Germans, fought against Germans, known people who were killed by the Germans.(MD0)"
"I grew up around war veterans, Holocaust survivors, and women who had been mothers during the Blitz, just like Ukrainian mothers now in Kharkiv.","I grew up around war veterans, Holocaust survivors, and women who had been mothers during the Blitz, just like Ukrainian mothers now in Kharkiv.","(MD0) I grew up around war veterans, Holocaust survivors, and women who had been mothers during the Blitz, just like Ukrainian mothers now in Kharkiv. (MD0)","(MD0)I grew up around war veterans, Holocaust survivors, women who had been mothers during the Blitz, just like Ukrainian mothers now in Kharkiv.(MD0)"
"MD0) It's no coincidence that, although traveling all over Europe as I grew up, I only visited Germany for the first time in my 30s.","Despite flying all over Europe as I grew up, I only visited Germany for the first time in my 30s.","MD0) It's no coincidence that, although traveling all over Europe as I grew up, I only visited Germany for the first time in my 30s. (MD0)","(MD0)It is no coincidence that despite travelling all over Europe as I grew up, I only visited Germany for the first time in my 30s.(MD0)"
"MD0) By the time I was in my late 30s, I had German friends and became very fond of the country and people, but by then, my grandparents' generation had mostly died.","By the time I was in my late 30s, I had German friends and became very fond of the country and people, but by then, my grandparents' generation had mostly died.","MD0) By the time I was in my late 30s, I had German friends and became very fond of the country and people, but by then, my grandparents' generation had mostly died. (MD0)","(MD0)By the time I was in my late 30s I had German friends, and grew very fond of the country and people, but by then my grandparents’ generation had mostly died.(MD0)"
"MD0) - While they were alive and I was younger, I would have received sarcastic remarks and sarcastic looks if I had traveled to Germany or met German friends, let alone bought a German car.","I would have received sarcastic remarks and sarcastic looks if I had gone to Germany or had German friends, let alone bought a German car while they were alive and young.","MD0) - While they were alive and I was younger, I would have received sarcastic remarks and sarcastic looks if I had traveled to Germany or met German friends, let alone bought a German car. (MD0)","(MD0)Whilst they were alive, and I was younger, I would have received harsh comments and surprised looks if I had gone to Germany or had German friends, let alone bought a German car.(MD0)"
"MD0): Since my grandparents' generation died, the real hate began to diminish.",The real resentment of my grandparents' generation began to diminish once my grandparents' generation died.,"MD0): Since my grandparents' generation died, the real hate began to diminish. (MD0)","(MD0)Once my grandparents’ generation had died, that really raw hatred started to subside.(MD0)"
I now live in a Europe where it would be unnecessary and irrational to hate Germans or Germany because of what happened in the war.,I now live in a Europe where it would be inappropriate and irrational to hate Germans or Germany as a result of the war.,(MD0) I now live in a Europe where it would be unnecessary and irrational to hate Germans or Germany because of what happened in the war. (MD0),(MD0)I now live in a Europe where it would be inappropriate and irrational to hate Germans or Germany because of what happened in the war.(MD0)
"MD0) We haven't moved forward or forgotten those crimes, but Germany is a new world, with new generations of people, and both have led by example when it comes to owning and building positively on their history.","We haven't moved forward or forgotten those crimes, but Germany is a new world, with new generations of people, and both have lead by example.","MD0) We haven't moved forward or forgotten those crimes, but Germany is a new world, with new generations of people, and both have led by example when it comes to owning and building positively on their history. (MD0)","(MD0)We haven’t moved on or forgotten those crimes, but Germany is a new country, with new generations of people, and both have set an impressive example when it comes to owning and building positively on their history.(MD0)"
"MD0) And yet, just a few years ago, I was out one night in Berlin.","And yet, I was out one night in Berlin just a few years ago.","MD0) And yet, just a few years ago, I was out one night in Berlin. (MD0)",(MD0)And yet even a few years ago I was out one night in Berlin.(MD0)
"As ever, Kreuzberg was a riot.","As ever, Kreuzberg was burgeoning.","(MD0) As ever, Kreuzberg was a riot. (MD0)","(MD0)Kreuzberg was bustling, as ever.(MD0)"
We heard a teenage boy weeping in a doorway.,"Weeping in a doorway, we saw a teenage boy.",(MD0) We heard a teenage boy weeping in a doorway. (MD0),(MD0)We saw a teenage boy sitting in a doorway weeping.(MD0)
"Concerned, we went over to ask if he was okay.","We were worried about him, so we went over to ask if he was okay.","(MD0) Concerned, we went over to ask if he was okay. (MD0)","(MD0)Concerned, we went over to ask if he was ok.(MD0)"
He was a little inebriated and very emotional.,He was a little inebriated and very emotional.,(MD0) He was a little inebriated and very emotional. (MD0),(MD0)He was a little drunk and very emotional.(MD0)
"0: He told us he had just been researching what his country had done in the war, with tears in his eyes.","He told us he had just been researching what his country had done in the war, with tears in his eyes.","(MD0) 0: He told us he had just been researching what his country had done in the war, with tears in his eyes. (MD0)",(MD0)With tears in his eyes he told us he had just been studying what his country had done in the war.(MD0)
"As he was growing up and his outlook and sense of self were changing, the full weight of what his grandparents' generation had done, or had failed to avoid, had started to sink in.","The full weight of what his grandparents' generation had done, or had failed to avoid, as he entered adulthood and his sense of self was emerging.","(MD0) As he was growing up and his outlook and sense of self were changing, the full weight of what his grandparents' generation had done, or had failed to avoid, had started to sink in.","(MD0)As he was entering adulthood and his perspective and sense of self was developing, the full gravity of what his grandparents’ generation had done, or had failed to prevent, had just started to sink in.(MD0)"
"He was owning it all, feeling the full weight of history press on him, but he was also distraught, overflowing with guilt, anguish, and shame.","He was owning it all, feeling the full weight of history press on him. He was truly distraught, overflowing with guilt, anguish, and shame.","(MD0) He was owning it all, feeling the full weight of history press on him, but he was also distraught, overflowing with guilt, anguish, and shame. (MD0)","(MD0)He was owning it all, feeling the full weight of history press down on him, he was genuinely distraught, overflowing with guilt, anguish, and shame.(MD0)"
"We sat for a long time, discussing him.","We sat for a long time, discussing him.","(MD0) We sat for a long time, discussing him. (MD0)","(MD0)We sat with him for some time, talking.(MD0)"
"We told him it wasn't himhim, but there was nothing heshould feel responsible for.",We told him it wasn't him; there was nothing he should be worried about.,"(MD0) We told him it wasn't (MD1)him(MD1)him(MD1), but there was nothing (MD1)he(MD1)should feel responsible for. (MD0)","(MD0)We told him it was not (MD1)him(MD1), there was nothing (MD1)he(MD1) should feel responsible for.(MD0)"
"It was history, and he was part of the new Germany — here we were, a British Jew and a young German in a vibrant and open city, freely accepting.","It was history, and he was part of the new Germany — here we were, a British Jew and a young German in a remarkably diverse and open city, freely celebrating.","(MD0) It was history, and he was part of the new Germany — here we were, a British Jew and a young German in a vibrant and open city, freely accepting. (MD0)","(MD0)It was history, and he was part of the new Germany — here we were, a British Jew and a young German in a wonderfully diverse and open city, talking freely, embracing.(MD0)"
It was fine now.,It was fine then.,(MD0)It was fine now. (MD0),(MD0)It was OK now.(MD0)
"MD0): I knew he'd spend the coming years learning how to disentangle himself from his country's past, as so many other German friends of mine have done.","However, I knew he'd spend the coming years learning how to disentangle himself from his country's past, as so many other German friends of mine have done.","MD0): I knew he'd spend the coming years learning how to disentangle himself from his country's past, as so many other German friends of mine have done. (MD0)","(MD0)But I knew he would spend the coming years working out how to disentangle himself from his country’s history, as so many other German friends of mine have done.(MD0)"
"This was far from the first time I had seen a young German struggle with their history, so I wanted to know what being German means in the midst of the last century's shadow.","This was far from being the first time I had seen a young German struggle with their history, so I wanted to know what being German means in the midst of the last century's shadow.","(MD0) This was far from the first time I had seen a young German struggle with their history, so I wanted to know what being German means in the midst of the last century's shadow. (MD0)","(MD0)This was far from being the first time I had seen a young German struggle with their history, try to understand what being German means in the shadow of the last century.(MD0)"
"It's tough, unfair, and a betrayal of them by previous generations.","It's difficult, unfair, and a betrayal of them by previous generations.","(MD0) It's tough, unfair, and a betrayal of them by previous generations. (MD0)","(MD0)It is tough, unfair, and a betrayal of them by previous generations.(MD0)"
MD0) It's also a personal and collective process that has contributed to Germany's success as a world leader and a symbol of peace and freedom.,It's also a personal and collective process that has contributed to Germany's current success as a symbol of peace and freedom.,MD0) It's also a personal and collective process that has contributed to Germany's success as a world leader and a symbol of peace and freedom. (MD0),"(MD0)It is also a personal and collective process that has contributed to what makes Germany such a great nation now, and a beacon for peace and freedom.(MD0)"
I thought of him today on the tube in London.,"On the tube in London today, I thought of him.",(MD0) I thought of him today on the tube in London. (MD0),"(MD0)I thought of him today, on the tube in London.(MD0)"
A Russian couple were sitting next to me chatting in Russian.,A Russian couple was sitting across the street from me chatting in Russian.,(MD0) A Russian couple were sitting next to me chatting in Russian. (MD0),(MD0)A Russian couple were sitting opposite me chatting in Russian.(MD0)
"I felt myself looking at them, but I noticed other people watching them.","I felt myself looking at them, but I noticed other people interested in them.","(MD0) I felt myself looking at them, but I noticed other people watching them. (MD0)","(MD0)I felt myself looking up at them, I noticed other people looking at them.(MD0)"
"I knew that things had just changed for all Russians, but that not many of them were even aware of it.","I knew that things had just changed for all Russians, but that not many of them were aware of it.","(MD0) I knew that things had just changed for all Russians, but that not many of them were even aware of it. (MD0)","(MD0)I realised that things have just shifted for all Russians, without many of them yet realising it.(MD0)"
"They will begin to experience hatred, bigotry, violence, sideways glances, and animosity.","They will begin to experience bigotry, bigotry, violence, sideways glances, and animosity.","(MD0) They will begin to experience hatred, bigotry, violence, sideways glances, and animosity. (MD0)","(MD0)They will start to experience hatred, racism, aggression, sideways glances, animosity.(MD0)"
It may not be fair or justified.,It may not be fair or justified.,(MD0)It may not be fair or justified. (MD0),(MD0)It may not be fair or justified.(MD0)
"They may be the best and kindest people under his tyrantship, they may be anti-Putin activists, but they are now under the shadow of his crimes, because crimes against humanity require a response from humanity.","They may be the best and kindest people in the world today, and they may be among the many refugees from his draconian rule, but they are now under the shadow of his crimes because human beings are deprived of humanity.","They may be the best and kindest people under his tyrantship, they may be anti-Putin activists, but they are now under the shadow of his crimes, because crimes against humanity require a response from humanity. (MD0)","(MD0)They may be the best and kindest people, they may be anti-Putin activists, they may themselves be amongst the many refugees from his dictatorship, but they are now under the shadow of his crimes, because crimes against humanity illicit a response from humanity.(MD0)"
"I'm afraid that many of us in the West, including London, Paris, New York, will have seen streets in Ukraine stricken, and that we will know relatives, or acquaintances of friends who were killed by Russian bombs and soldiers by the end of the war.","I'm afraid that many of us in the West, including London, Paris, New York, will have seen streets in Ukraine stricken, and that we will know acquaintances, or acquaintances of friends who were killed by Russian bombs and soldiers.","(MD0) I'm afraid that many of us in the West, including London, Paris, New York, will have seen streets in Ukraine stricken, and that we will know relatives, or acquaintances of friends who were killed by Russian bombs and soldiers by the end of the war. (MD0)","(MD0)I’m afraid that by the end of this war, many of us in the West, sitting in London, Paris, New York, will have seen streets in Ukraine that we have walked down bombed to rubble, and will know friends, or friends of friends, who were killed by Russian bombs and soldiers.(MD0)"
That scar will not heal because grief does not end.,The scar will not heal because it does not end.,(MD0) That scar will not heal because grief does not end. (MD0),"(MD0)That scar will not heal, because grief does not end.(MD0)"
"If the Russian army kills my relatives, I will never forget or excuse it.",I will never forget or excuse it if the Russian army murders my relatives.,"(MD0) If the Russian army kills my relatives, I will never forget or excuse it. (MD0)","(MD0)If the Russian army kills my friends, I will never forget that or forgive it.(MD0)"
"MD0)It will influence my whole relationship with Russia for the remainder of my life, and a portion of it will pass to my children and grandchildren, as it did from my grandparents to me last century.","It will influence my whole relationship with Russia for the remainder of my life, and a portion of it will pass down to my children and grandchildren, as it did from my grandparents to me last century.","MD0)It will influence my whole relationship with Russia for the remainder of my life, and a portion of it will pass to my children and grandchildren, as it did from my grandparents to me last century. (MD0)","(MD0)It will shape my whole relationship with Russia for the rest of my life, and part of that will pass down to my children and grandchildren, just as it did from my grandparents to me last century.(MD0)"
"Our children will grow up with tales of this war, as well as the raw sadness and rage we are feeling.","Our children will grow up with tales of this war, as well as the raw sadness and rage we are feeling.","(MD0) Our children will grow up with tales of this war, as well as the raw sadness and rage we are feeling. (MD0)","(MD0)Our children will grow up with stories of this war, with the raw grief and anger we are feeling.(MD0)"
"No matter that so many Russians do not support this war, so many Russians do not support this war.",No matter that so many Russians do not support this war.,"(MD0) No matter that so many Russians do not support this war, so many Russians do not support this war. (MD0)",(MD0)No matter that so many Russians do not support this war.(MD0)
"If it comes to killing people we know, we'll find it difficult not to keep them accountable — it was their country, their king, and their army.","We'll find it difficult not to hold them accountable once they start killing people we know — it was their country, their king, and their army.","(MD0) If it comes to killing people we know, we'll find it difficult not to keep them accountable — it was their country, their king, and their army. (MD0)","(MD0)Once it starts to kill people we know, we will find it hard not to hold them accountable — it was their country, their leader, and their army.(MD0)"
I pity them just as I found myself pitying young Germans.,I pity them as much as I found myself pitying teenage Germans.,(MD0) I pity them just as I found myself pitying young Germans. (MD0),(MD0)I pity them just as I found myself pitying young Germans.(MD0)
"It is not a rational response, but it is inevitable.","It is not a rational response, but it is inevitable.","(MD0) It is not a rational response, but it is inevitable. (MD0)","(MD0)It is not a rational response, but it is inevitable.(MD0)"
"It's unfair on those thousands of Russians who have been jailed for protesting this war, as well as those who are as shocked as we are.","It's unfair on those thousands of Russians who have been jailed for protesting this war, as well as those who are as shocked as we are.","(MD0) It's unfair on those thousands of Russians who have been jailed for protesting this war, as well as those who are as shocked as we are.","(MD0)It is unfair on all those thousands of Russians who have been arrested for protesting against this war, and all those who are as horrified as we are.(MD0)"
This is what Putin is doing to Russia right now.,This is what Putin is doing to Russia right now.,(MD0) This is what Putin is doing to Russia right now. (MD0),(MD0)This is what Putin is doing to Russia now.(MD0)
"He is shaming the entire Russian people, even those who are not yet born, to bear the burden of his crimes for generations.","He is shaming the entire Russian people, even those who are not yet born, to bear the burden of his crimes for generations.","(MD0) He is shaming the entire Russian people, even those who are not yet born, to bear the burden of his crimes for generations. (MD0)","(MD0)He is damning the entire Russian people, even those not yet born, to bear the burden of his crimes for generations.(MD0)"
This will not be forgotten in a few years or even in a few decades.,This will not be forgotten in a few years or even in a few decades.,(MD0) This will not be forgotten in a few years or even in a few decades. (MD0),"(MD0)This will not be forgotten in a few years, or even in a few decades.(MD0)"
MD0) He wanted to shape Russian history and secure his place in history; he has succeeded.,He wanted to shape Russian history and secure his place in history; he has succeeded.,MD0) He wanted to shape Russian history and secure his place in history; he has succeeded. (MD0),(MD0)He wanted to shape Russian history and secure his place in that history; he has succeeded.(MD0)
"He will now be remembered for bombing civilians, burning beautiful towns, perpetrating war crimes, and crimes against humanity.","He will now be remembered for bombing civilians, burning beautiful towns, perpetrating war crimes, and crimes against humanity.","(MD0) He will now be remembered for bombing civilians, burning beautiful towns, perpetrating war crimes, and crimes against humanity. (MD0)","(MD0)He will now be remembered for bombing civilians, destroying beautiful cities, committing war crimes and crimes against humanity.(MD0)"
MD0) He has re-written Russian history from a failed tyrant to an tyrant who brought death and chaos to Europe.,He has turned Russian history from a failed dictatorship to an enraged killer who has brought death and chaos to Europe.,MD0) He has re-written Russian history from a failed tyrant to an tyrant who brought death and chaos to Europe. (MD0),(MD0)He has re-written Russian history from a failed dictatorship into an aggressor that brought death and destruction to Europe.(MD0)
It's already late for him and for Russia now.,It's already too late for him and for Russia.,(MD0) It's already late for him and for Russia now. (MD0),"(MD0)It is already too late for him, and for Russia now.(MD0)"
"As time goes, he will never be forgiven.",He will never be forgiven as time goes by.,"(MD0) As time goes, he will never be forgiven. (MD0)","(MD0)As time passes, he will never be forgiven.(MD0)"
"At some point, even the most brainwashed Russians will know the truth about Putin, that he sent a massive army into a democratic world and killed women, children, and fellow Slavs for no reason other than hubris and ego.","And at some point, just as with Stalin, even the most brainwashed Russians would know that Putin sent a massive army into a democratic world and murdered women, children, and fellow Slavs for no reason other than hubris and ego.","(MD0) At some point, even the most brainwashed Russians will know the truth about Putin, that he sent a massive army into a democratic world and killed women, children, and fellow Slavs for no reason other than hubris and ego.","(MD0)At some point, just as with Stalin, even the most brainwashed Russians will understand the truth about Putin, that he sent a huge army into a peaceful country and killed women, children, and fellow Slavs for no reason beyond hubris and ego.(MD0)"
"Like Hitler and Stalin, he will be hated for ever.","He will be hated forever, as Hitler and Stalin.","(MD0) Like Hitler and Stalin, he will be hated for ever. (MD0)","(MD0)Like Hitler and Stalin, he will be hated forever.(MD0)"
"But I feel for the Russians, the young Russians, who have either had to flee or are trapped in their draconian draconian rule.","But I feel sorry for the Russians, the young Russians, who have either had to flee or were trapped in their draconian draconian rule.","(MD0) But I feel for the Russians, the young Russians, who have either had to flee or are trapped in their draconian draconian rule.","(MD0)But I feel for the Russians — the good Russians, the young Russians, who have either had to flee, or are trapped in their dictatorship.(MD0)"
"I'm worried about the next generation of Russians, who will have to disentangle themselves from these crimes as young Germans have had to do.","I feel sorry for the next generation of Russians, who will have to disentangle themselves from these crimes as young Germans have had to do.","(MD0) I'm worried about the next generation of Russians, who will have to disentangle themselves from these crimes as young Germans have had to do. (MD0)","(MD0)I feel for the next generation of Russians, who will have to disentangle themselves from these crimes just as young Germans have had to do.(MD0)"
The harm Putin has done to Russia this week is greater than all the harm he has done in recent decades.,Putin has done more to Russia this week than any of the harm he has caused over the past few decades.,(MD0) The harm Putin has done to Russia this week is greater than all the harm he has done in recent decades. (MD0),(MD0)The damage Putin has done to Russia over the last week is greater than all the harm he has done over the last few decades.(MD0)
"It is now a hated nation, a pariah, and there is no hint that Putin's Russia has anything positive about it.","It is now a hated nation, a pariah, and there is no hint that Putin's Russia has anything positive to say about it.","(MD0) It is now a hated nation, a pariah, and there is no hint that Putin's Russia has anything positive about it. (MD0)","(MD0)It is now a hated country, a pariah, there is no pretence anymore that Putin’s Russia has anything good about it.(MD0)"
"The veils of civility have fallen, and the lustre of Russian money has been tarnished.","The veils of civility have fallen, and the lustre of Russian money has been tarnished.","(MD0) The veils of civility have fallen, and the lustre of Russian money has been tarnished. (MD0)","(MD0)The veils of civility have fallen, the lustre of Russian money is tarnished.(MD0)"
"The party is over for the oligarchs, and the West will now shift away from tolerating both Russian aggression and Russian money.","The party is over for the oligarchs, and the West will now begin to move away from tolerating both Russian aggression and Russian money.","(MD0) The party is over for the oligarchs, and the West will now shift away from tolerating both Russian aggression and Russian money. (MD0)","(MD0)The party is over for the oligarchs, and the West will now start to shift away from tolerating both Russian aggression and Russian money.(MD0)"
"I was going to write that it would take generations for the Ukrainian people to forgive Russia, but I suspect that Ukraine will never excuse Russia.","I was going to write that it would take generations for the Ukrainian people to forgive Russia, but I suspect that Ukraine will never excuse Russia.","(MD0) I was going to write that it would take generations for the Ukrainian people to forgive Russia, but I suspect that Ukraine will never excuse Russia. (MD0)","(MD0)I was going to write that it will take generations for the Ukrainian people to forgive Russia, but when you think about the crimes already committed by Russia against Ukraine over the last century, I think that Ukraine will never forgive Russia.(MD0)"
"A visceral, almost genetic, and apprehension will now flow down through the generations.","A visceral, almost genetic rage, and aversion will now run through the generations.","(MD0) A visceral, almost genetic, and apprehension will now flow down through the generations. (MD0)","(MD0)A visceral, almost genetic anger and hatred will now flow down through the generations.(MD0)"
"MD0) For the remainder of the world, Russia will spend a decade or more rebuilding its image.",Russia will spend a decade or more to rebuild its image in the rest of the world.,"MD0) For the remainder of the world, Russia will spend a decade or more rebuilding its image. (MD0)","(MD0)For the rest of the world, Russia will spend a generation or more rebuilding its image.(MD0)"
"Even if Putin's demise, which is now a certainty, and even if someone like Navalny manages to rule and rebuild the country's vaguely functioning democracy, Russia will continue to suffer from this conflict.","And if Putin's demise, which is now a certainty, and even if someone like Navalny manages to rule and rebuild the country's vaguely functioning democracy, Russia will continue to face the country in its history.","(MD0) Even if Putin's demise, which is now a certainty, and even if someone like Navalny manages to rule and rebuild the country's vaguely functioning democracy, Russia will continue to suffer from this conflict. (MD0)","(MD0)Even after Putin falls, which is now a certainty, and even if someone like Navalny manages to come to power and rebuild the country into some sort of vaguely functioning democracy, Russia will always have this war in its history.(MD0)"
